,Bird.Code,Day,Month,Month,Year,Full date,Region,molt.size
20814,21243,7,9,Sep,2004,9/7/2004,North Coast,1
20816,21245,7,9,Sep,2004,9/7/2004,North Coast,1
20826,21255,16,8,Aug,2004,8/16/2004,North Coast,1
20849,21278,21,8,Aug,2005,8/21/2005,Puget Sound,1
20877,21306,7,9,Sep,2005,9/7/2005,North Coast,1
20901,21330,7,10,Oct,2004,10/7/2004,North Coast,1
20990,21419,16,8,Aug,2004,8/16/2004,South Coast,1
20996,21425,16,8,Aug,2004,8/16/2004,South Coast,1
21005,21434,16,8,Aug,2004,8/16/2004,South Coast,1
21242,21671,15,9,Sep,2004,9/15/2004,South Coast,1
21247,21676,12,10,Oct,2005,10/12/2005,South Coast,1
21315,21744,28,9,Sep,2004,9/28/2004,North Coast,1
21352,21781,20,10,Oct,2004,10/20/2004,North Coast,1
21366,21795,22,11,Nov,2005,11/22/2005,North Coast,1
21462,21891,29,8,Aug,2005,8/29/2005,Oregon North,1
21480,21909,29,8,Aug,2005,8/29/2005,Oregon North,1
21481,21910,29,8,Aug,2005,8/29/2005,Oregon North,1
21492,21921,29,8,Aug,2005,8/29/2005,Oregon North,1
21504,21933,29,9,Sep,2005,9/29/2005,Oregon North,1
21524,21953,29,9,Sep,2005,9/29/2005,Oregon North,1
21533,21962,29,9,Sep,2005,9/29/2005,Oregon North,1
21661,22090,18,8,Aug,2005,8/18/2005,North Coast,1
21914,22343,27,8,Aug,2005,8/27/2005,Oregon North,1
22208,22637,6,9,Sep,2006,9/6/2006,Oregon South,1
22613,23042,1,9,Sep,2005,9/1/2005,North Coast,1
22656,23085,15,9,Sep,2005,9/15/2005,North Coast,1
22832,23269,1,9,Sep,2005,9/1/2005,North Coast,1
22911,23348,8,10,Oct,2005,10/8/2005,South Coast,1
22942,23385,28,8,Aug,2005,8/28/2005,Puget Sound,1
23131,23574,10,9,Sep,2005,9/10/2005,Oregon North,1
23137,23580,10,9,Sep,2005,9/10/2005,Oregon North,1
23143,23586,10,9,Sep,2005,9/10/2005,Oregon North,1
23145,23588,10,9,Sep,2005,9/10/2005,Oregon North,1
23167,23610,7,10,Oct,2006,10/7/2006,Oregon North,1
23296,23739,17,9,Sep,2005,9/17/2005,Oregon South,1
23581,24024,5,9,Sep,2005,9/5/2005,Oregon South,1
23596,24039,5,9,Sep,2005,9/5/2005,Oregon South,1
23606,24049,5,9,Sep,2005,9/5/2005,Oregon South,1
23618,24061,8,9,Sep,2006,9/8/2006,Oregon South,1
23627,24070,8,9,Sep,2006,9/8/2006,Oregon South,1
23638,24081,6,10,Oct,2006,10/6/2006,Oregon South,1
23750,24193,24,9,Sep,2005,9/24/2005,North Coast,1
23763,24206,25,10,Oct,2005,10/25/2005,North Coast,1
23785,24228,14,9,Sep,2005,9/14/2005,North Coast,1
23932,24375,24,11,Nov,2007,11/24/2007,North Coast,1
23961,24404,7,9,Sep,2007,9/7/2007,Strait,1
24001,24445,21,9,Sep,2007,9/21/2007,Puget Sound,1
24250,24694,23,7,Jul,2007,7/23/2007,Oregon South,1
24302,24746,28,8,Aug,2007,8/28/2007,Oregon South,1
24466,24911,21,10,Oct,2007,10/21/2007,North Coast,1
24653,25108,6,10,Oct,2007,10/6/2007,Oregon North,1
24822,25277,18,11,Nov,2006,11/18/2006,Oregon North,1
24913,25395,19,9,Sep,2007,9/19/2007,Oregon South,1
25188,25670,30,9,Sep,2006,9/30/2006,Humboldt,1
25200,25682,3,9,Sep,2007,9/3/2007,Humboldt,1
25217,25699,1,10,Oct,2006,10/1/2006,Humboldt,1
25221,25703,1,10,Oct,2006,10/1/2006,Humboldt,1
25223,25705,1,10,Oct,2006,10/1/2006,Humboldt,1
25549,26031,28,8,Aug,2007,8/28/2007,South Coast,1
25553,26035,25,9,Sep,2007,9/25/2007,South Coast,1
25557,26039,25,9,Sep,2007,9/25/2007,South Coast,1
25651,26133,27,8,Aug,2006,8/27/2006,Oregon South,1
25715,26197,7,7,Jul,2007,7/7/2007,Humboldt,1
25756,26238,1,9,Sep,2007,9/1/2007,Humboldt,1
26209,26694,12,9,Sep,2007,9/12/2007,South Coast,1
26311,26797,3,9,Sep,2007,9/3/2007,Humboldt,1
26420,26906,11,9,Sep,2007,9/11/2007,South Coast,1
26616,27103,3,10,Oct,2007,10/3/2007,South Coast,1
26781,27268,13,9,Sep,2007,9/13/2007,South Coast,1
26867,27354,27,8,Aug,2007,8/27/2007,South Coast,1
26873,27360,27,8,Aug,2007,8/27/2007,South Coast,1
26877,27364,27,8,Aug,2007,8/27/2007,South Coast,1
27047,27535,6,9,Sep,2007,9/6/2007,Oregon North,1
27064,27552,8,9,Sep,2007,9/8/2007,Oregon North,1
27654,28159,26,7,Jul,2008,7/26/2008,Humboldt,1
27703,28209,25,7,Jul,2008,7/25/2008,Humboldt,1
27854,28363,6,8,Aug,2008,8/6/2008,Humboldt,1
28007,28525,23,8,Aug,2008,8/23/2008,Oregon North,1
28008,28526,23,8,Aug,2008,8/23/2008,Oregon North,1
28011,28529,23,8,Aug,2008,8/23/2008,Oregon North,1
28012,28530,23,8,Aug,2008,8/23/2008,Oregon North,1
28013,28531,23,8,Aug,2008,8/23/2008,Oregon North,1
28014,28532,23,8,Aug,2008,8/23/2008,Oregon North,1
28015,28533,23,8,Aug,2008,8/23/2008,Oregon North,1
28016,28534,23,8,Aug,2008,8/23/2008,Oregon North,1
28018,28536,23,8,Aug,2008,8/23/2008,Oregon North,1
28035,28554,26,8,Aug,2008,8/26/2008,South Coast,1
28036,28555,26,8,Aug,2008,8/26/2008,South Coast,1
28041,28560,31,8,Aug,2008,8/31/2008,South Coast,1
28050,28569,2,9,Sep,2008,9/2/2008,Oregon North,1
28052,28571,2,9,Sep,2008,9/2/2008,Oregon North,1
28057,28576,2,9,Sep,2008,9/2/2008,Oregon North,1
28058,28577,2,9,Sep,2008,9/2/2008,Oregon North,1
28076,28595,6,9,Sep,2008,9/6/2008,Oregon North,1
28077,28596,6,9,Sep,2008,9/6/2008,Oregon North,1
28078,28597,6,9,Sep,2008,9/6/2008,Oregon North,1
28081,28600,6,9,Sep,2008,9/6/2008,Oregon North,1
28083,28602,6,9,Sep,2008,9/6/2008,Oregon North,1
28084,28603,6,9,Sep,2008,9/6/2008,Oregon North,1
28092,28611,19,8,Aug,2008,8/19/2008,Oregon North,1
28094,28613,19,8,Aug,2008,8/19/2008,Oregon North,1
28102,28622,10,9,Sep,2008,9/10/2008,Oregon North,1
28103,28623,10,9,Sep,2008,9/10/2008,Oregon North,1
28105,28625,10,9,Sep,2008,9/10/2008,Oregon North,1
28111,28631,1,9,Sep,2008,9/1/2008,Oregon North,1
28153,28674,16,9,Sep,2008,9/16/2008,Oregon North,1
28159,28680,9,9,Sep,2008,9/9/2008,Oregon North,1
28165,28686,9,9,Sep,2008,9/9/2008,Oregon North,1
28169,28690,20,9,Sep,2008,9/20/2008,Oregon North,1
28174,28695,20,9,Sep,2008,9/20/2008,Oregon North,1
28176,28697,20,9,Sep,2008,9/20/2008,Oregon North,1
28179,28700,20,9,Sep,2008,9/20/2008,Oregon North,1
28311,28864,19,8,Aug,2008,8/19/2008,Oregon North,1
28322,28875,11,9,Sep,2008,9/11/2008,Oregon North,1
28327,28880,13,9,Sep,2008,9/13/2008,Oregon North,1
28330,28883,13,9,Sep,2008,9/13/2008,Oregon North,1
28336,28889,13,9,Sep,2008,9/13/2008,Oregon North,1
28371,28926,12,9,Sep,2008,9/12/2008,Oregon North,1
28376,28932,25,8,Aug,2008,8/25/2008,South Coast,1
28379,28935,25,8,Aug,2008,8/25/2008,South Coast,1
28382,28938,25,8,Aug,2008,8/25/2008,South Coast,1
28409,28965,4,10,Oct,2008,10/4/2008,Oregon North,1
28428,28984,27,8,Aug,2008,8/27/2008,North Coast,1
28429,28985,27,8,Aug,2008,8/27/2008,North Coast,1
28430,28986,27,8,Aug,2008,8/27/2008,North Coast,1
28432,28988,30,8,Aug,2008,8/30/2008,North Coast,1
28433,28989,30,8,Aug,2008,8/30/2008,North Coast,1
28441,28997,22,8,Aug,2008,8/22/2008,North Coast,1
28442,28998,22,8,Aug,2008,8/22/2008,North Coast,1
28444,29000,22,8,Aug,2008,8/22/2008,North Coast,1
28467,29023,21,9,Sep,2008,9/21/2008,Oregon North,1
28483,29039,9,8,Aug,2008,8/9/2008,Humboldt,1
28516,29084,17,9,Sep,2008,9/17/2008,Oregon North,1
28561,29129,1,9,Sep,2008,9/1/2008,Oregon South,1
28568,29137,21,9,Sep,2008,9/21/2008,Oregon North,1
28569,29138,21,9,Sep,2008,9/21/2008,Oregon North,1
28573,29142,22,9,Sep,2008,9/22/2008,Oregon South,1
28578,29147,22,9,Sep,2008,9/22/2008,Oregon South,1
28582,29151,22,9,Sep,2008,9/22/2008,Oregon South,1
28583,29152,22,9,Sep,2008,9/22/2008,Oregon South,1
28585,29154,22,9,Sep,2008,9/22/2008,Oregon South,1
28586,29155,22,9,Sep,2008,9/22/2008,Oregon South,1
28592,29161,22,9,Sep,2008,9/22/2008,Oregon South,1
28596,29165,22,9,Sep,2008,9/22/2008,Oregon South,1
28598,29167,27,8,Aug,2008,8/27/2008,Oregon South,1
28599,29168,27,8,Aug,2008,8/27/2008,Oregon South,1
28601,29170,27,8,Aug,2008,8/27/2008,Oregon South,1
28603,29172,27,8,Aug,2008,8/27/2008,Oregon South,1
28608,29177,27,8,Aug,2008,8/27/2008,Oregon South,1
28618,29187,21,9,Sep,2008,9/21/2008,Oregon North,1
28655,29241,21,9,Sep,2008,9/21/2008,Oregon North,1
28670,29273,26,9,Sep,2008,9/26/2008,Oregon North,1
28674,29277,26,9,Sep,2008,9/26/2008,Oregon North,1
28675,29278,16,8,Aug,2008,8/16/2008,Oregon South,1
28678,29281,16,8,Aug,2008,8/16/2008,Oregon South,1
28679,29282,16,8,Aug,2008,8/16/2008,Oregon South,1
28680,29283,16,8,Aug,2008,8/16/2008,Oregon South,1
28681,29284,16,8,Aug,2008,8/16/2008,Oregon South,1
28683,29286,18,9,Sep,2008,9/18/2008,Oregon South,1
28687,29290,18,9,Sep,2008,9/18/2008,Oregon South,1
28690,29293,18,9,Sep,2008,9/18/2008,Oregon South,1
28692,29295,18,9,Sep,2008,9/18/2008,Oregon South,1
28693,29296,18,9,Sep,2008,9/18/2008,Oregon South,1
28710,29313,21,8,Aug,2008,8/21/2008,Oregon North,1
28713,29316,22,9,Sep,2008,9/22/2008,Oregon North,1
28715,29318,22,9,Sep,2008,9/22/2008,Oregon North,1
28719,29322,22,9,Sep,2008,9/22/2008,Oregon North,1
28798,29405,21,9,Sep,2008,9/21/2008,Oregon North,1
28810,29417,22,9,Sep,2008,9/22/2008,North Coast,1
28866,29473,9,9,Sep,2008,9/9/2008,South Coast,1
28877,29484,9,9,Sep,2008,9/9/2008,South Coast,1
28878,29485,30,8,Aug,2008,8/30/2008,South Coast,1
28893,29500,30,8,Aug,2008,8/30/2008,South Coast,1
28955,29566,21,9,Sep,2008,9/21/2008,Oregon North,1
28957,29568,21,9,Sep,2008,9/21/2008,Oregon North,1
29125,29736,21,9,Sep,2008,9/21/2008,Oregon North,1
29220,29839,15,9,Sep,2008,9/15/2008,Humboldt,1
29260,29882,20,9,Sep,2008,9/20/2008,Oregon North,1
29262,29884,20,9,Sep,2008,9/20/2008,Oregon North,1
29271,29894,20,9,Sep,2008,9/20/2008,Oregon North,1
29273,29896,20,9,Sep,2008,9/20/2008,Oregon North,1
29274,29897,20,9,Sep,2008,9/20/2008,Oregon North,1
29276,29899,20,9,Sep,2008,9/20/2008,Oregon North,1
29413,30038,20,9,Sep,2008,9/20/2008,Oregon North,1
29416,30041,20,9,Sep,2008,9/20/2008,Oregon North,1
29417,30042,20,9,Sep,2008,9/20/2008,Oregon North,1
29459,30084,18,9,Sep,2008,9/18/2008,North Coast,1
29521,30150,29,8,Aug,2008,8/29/2008,North Coast,1
29529,30158,1,9,Sep,2008,9/1/2008,North Coast,1
29530,30159,1,9,Sep,2008,9/1/2008,North Coast,1
29532,30161,1,9,Sep,2008,9/1/2008,North Coast,1
29545,30174,19,10,Oct,2008,10/19/2008,Oregon North,1
29551,30180,9,10,Oct,2008,10/9/2008,South Coast,1
29563,30192,31,8,Aug,2008,8/31/2008,South Coast,1
29583,30212,26,9,Sep,2008,9/26/2008,North Coast,1
29594,30223,9,9,Sep,2008,9/9/2008,Humboldt,1
29602,30231,27,9,Sep,2008,9/27/2008,Humboldt,1
29654,30283,14,11,Nov,2008,11/14/2008,Humboldt,1
29658,30287,9,8,Aug,2008,8/9/2008,Humboldt,1
29673,30302,9,8,Aug,2008,8/9/2008,Humboldt,1
29684,30313,20,8,Aug,2008,8/20/2008,Oregon South,1
29692,30321,20,8,Aug,2008,8/20/2008,Oregon South,1
29703,30332,16,9,Sep,2008,9/16/2008,Oregon South,1
29705,30334,16,9,Sep,2008,9/16/2008,Oregon South,1
29714,30343,22,10,Oct,2008,10/22/2008,Oregon South,1
29736,30379,18,10,Oct,2008,10/18/2008,Oregon North,1
29742,30385,5,9,Sep,2008,9/5/2008,Oregon South,1
29745,30388,5,9,Sep,2008,9/5/2008,Oregon South,1
29746,30389,5,9,Sep,2008,9/5/2008,Oregon South,1
29751,30394,5,9,Sep,2008,9/5/2008,Oregon South,1
29752,30395,18,10,Oct,2008,10/18/2008,Oregon North,1
29773,30416,1,9,Sep,2008,9/1/2008,Humboldt,1
29775,30418,1,9,Sep,2008,9/1/2008,Humboldt,1
29783,30430,20,10,Oct,2008,10/20/2008,Oregon South,1
29803,30450,20,10,Oct,2008,10/20/2008,Oregon South,1
29812,30459,10,9,Sep,2008,9/10/2008,South Coast,1
29819,30466,23,10,Oct,2008,10/23/2008,Oregon South,1
29821,30468,15,10,Oct,2008,10/15/2008,South Coast,1
29826,30473,23,10,Oct,2008,10/23/2008,Oregon South,1
29829,30476,29,8,Aug,2008,8/29/2008,South Coast,1
29838,30485,27,9,Sep,2008,9/27/2008,South Coast,1
29854,30501,27,9,Sep,2008,9/27/2008,South Coast,1
29888,30535,29,8,Aug,2008,8/29/2008,South Coast,1
29922,30569,14,9,Sep,2008,9/14/2008,Humboldt,1
29934,30581,28,9,Sep,2008,9/28/2008,Humboldt,1
29953,30600,28,9,Sep,2008,9/28/2008,Humboldt,1
29962,30609,7,9,Sep,2008,9/7/2008,Humboldt,1
29968,30615,7,9,Sep,2008,9/7/2008,Humboldt,1
29978,30625,20,8,Aug,2008,8/20/2008,Humboldt,1
29980,30627,7,9,Sep,2008,9/7/2008,Humboldt,1
29982,30629,20,8,Aug,2008,8/20/2008,Humboldt,1
29987,30634,20,8,Aug,2008,8/20/2008,Humboldt,1
29989,30636,20,8,Aug,2008,8/20/2008,Humboldt,1
29993,30640,7,9,Sep,2008,9/7/2008,Humboldt,1
29997,30644,7,9,Sep,2008,9/7/2008,Humboldt,1
29998,30645,12,10,Oct,2008,10/12/2008,Humboldt,1
29999,30646,7,9,Sep,2008,9/7/2008,Humboldt,1
30001,30648,12,10,Oct,2008,10/12/2008,Humboldt,1
30005,30654,12,10,Oct,2008,10/12/2008,Humboldt,1
30008,30657,12,10,Oct,2008,10/12/2008,Humboldt,1
30013,30664,2,9,Sep,2008,9/2/2008,Humboldt,1
30015,30666,9,8,Aug,2008,8/9/2008,Humboldt,1
30022,30673,1,10,Oct,2008,10/1/2008,Humboldt,1
30098,30749,13,10,Oct,2008,10/13/2008,Humboldt,1
30290,30947,5,9,Sep,2008,9/5/2008,North Coast,1
30321,30978,5,9,Sep,2008,9/5/2008,North Coast,1
30328,30986,4,9,Sep,2008,9/4/2008,North Coast,1
30329,30987,4,9,Sep,2008,9/4/2008,North Coast,1
30331,30989,4,9,Sep,2008,9/4/2008,North Coast,1
30363,31021,13,9,Sep,2008,9/13/2008,Oregon North,1
30368,31026,13,9,Sep,2008,9/13/2008,Oregon North,1
30376,31034,13,9,Sep,2008,9/13/2008,Oregon North,1
30384,31042,13,9,Sep,2008,9/13/2008,Oregon North,1
30392,31050,13,9,Sep,2008,9/13/2008,Oregon North,1
30395,31053,5,10,Oct,2008,10/5/2008,Oregon North,1
30399,31057,5,10,Oct,2008,10/5/2008,Oregon North,1
30406,31065,5,10,Oct,2008,10/5/2008,Oregon North,1
30420,31079,5,10,Oct,2008,10/5/2008,Oregon North,1
30433,31092,5,10,Oct,2008,10/5/2008,Oregon North,1
30436,31095,5,10,Oct,2008,10/5/2008,Oregon North,1
30572,31234,1,10,Oct,2008,10/1/2008,Humboldt,1
30761,31437,15,9,Sep,2008,9/15/2008,North Coast,1
30812,31488,16,11,Nov,2008,11/16/2008,Humboldt,1
30955,31634,1,11,Nov,2008,11/1/2008,Humboldt,1
31283,32008,1,10,Oct,2006,10/1/2006,South Coast,1
31333,32068,30,9,Sep,2006,9/30/2006,South Coast,1
31340,32086,13,10,Oct,2007,10/13/2007,South Coast,1
31361,32108,14,10,Oct,2007,10/14/2007,South Coast,1
31364,32111,14,10,Oct,2007,10/14/2007,South Coast,1
31377,32124,14,10,Oct,2007,10/14/2007,South Coast,1
31389,32136,14,10,Oct,2007,10/14/2007,South Coast,1
31482,32233,14,10,Oct,2007,10/14/2007,South Coast,1
31495,32246,22,10,Oct,2007,10/22/2007,South Coast,1
31538,32371,13,10,Oct,2007,10/13/2007,South Coast,1
31564,32397,6,11,Nov,2005,11/6/2005,South Coast,1
31639,32492,17,10,Oct,2004,10/17/2004,South Coast,1
33053,34125,18,7,Jul,2009,7/18/2009,Oregon North,1
33321,34404,7,8,Aug,2009,8/7/2009,Oregon North,1
33332,34415,7,8,Aug,2009,8/7/2009,Oregon North,1
33459,34545,17,8,Aug,2009,8/17/2009,South Coast,1
33520,34613,15,8,Aug,2009,8/15/2009,South Coast,1
33523,34616,17,8,Aug,2009,8/17/2009,South Coast,1
33536,34629,15,8,Aug,2009,8/15/2009,South Coast,1
33735,34830,22,8,Aug,2009,8/22/2009,Oregon North,1
33774,34869,8,8,Aug,2009,8/8/2009,Oregon North,1
33784,34879,8,8,Aug,2009,8/8/2009,Oregon North,1
33786,34881,8,8,Aug,2009,8/8/2009,Oregon North,1
33827,34925,30,8,Aug,2009,8/30/2009,Humboldt,1
33850,34950,30,8,Aug,2009,8/30/2009,Humboldt,1
33864,34964,31,8,Aug,2009,8/31/2009,South Coast,1
33867,34967,31,8,Aug,2009,8/31/2009,South Coast,1
33868,34968,19,8,Aug,2009,8/19/2009,Oregon North,1
33869,34969,19,8,Aug,2009,8/19/2009,Oregon North,1
33873,34973,19,8,Aug,2009,8/19/2009,Oregon North,1
33884,34984,29,8,Aug,2009,8/29/2009,Oregon North,1
33886,34986,29,8,Aug,2009,8/29/2009,Oregon North,1
33897,34997,29,8,Aug,2009,8/29/2009,Oregon North,1
33900,35000,29,8,Aug,2009,8/29/2009,Oregon North,1
33904,35004,29,8,Aug,2009,8/29/2009,Oregon North,1
33917,35017,27,8,Aug,2009,8/27/2009,North Coast,1
33956,35056,31,8,Aug,2009,8/31/2009,North Coast,1
33962,35062,5,9,Sep,2009,9/5/2009,Oregon North,1
33968,35068,2,9,Sep,2009,9/2/2009,Humboldt,1
33969,35069,2,9,Sep,2009,9/2/2009,Humboldt,1
33980,35099,2,9,Sep,2009,9/2/2009,Humboldt,1
33981,35100,2,9,Sep,2009,9/2/2009,Humboldt,1
33984,35103,2,9,Sep,2009,9/2/2009,Humboldt,1
33997,35116,8,9,Sep,2009,9/8/2009,Oregon North,1
34022,35142,11,9,Sep,2009,9/11/2009,South Coast,1
34033,35153,12,9,Sep,2009,9/12/2009,North Coast,1
34046,35166,12,9,Sep,2009,9/12/2009,North Coast,1
34057,35177,12,9,Sep,2009,9/12/2009,Oregon North,1
34117,35239,12,9,Sep,2009,9/12/2009,South Coast,1
34122,35244,12,9,Sep,2009,9/12/2009,South Coast,1
34129,35251,12,9,Sep,2009,9/12/2009,South Coast,1
34156,35279,16,9,Sep,2009,9/16/2009,North Coast,1
34158,35281,16,9,Sep,2009,9/16/2009,North Coast,1
34162,35285,16,9,Sep,2009,9/16/2009,North Coast,1
34175,35299,15,9,Sep,2009,9/15/2009,South Coast,1
34178,35302,15,9,Sep,2009,9/15/2009,South Coast,1
34181,35305,15,9,Sep,2009,9/15/2009,South Coast,1
34183,35307,15,9,Sep,2009,9/15/2009,South Coast,1
34195,35320,19,9,Sep,2009,9/19/2009,Oregon North,1
34200,35325,13,9,Sep,2009,9/13/2009,Oregon South,1
34202,35327,13,9,Sep,2009,9/13/2009,Oregon South,1
34204,35329,13,9,Sep,2009,9/13/2009,Oregon South,1
34324,35456,15,9,Sep,2009,9/15/2009,South Coast,1
34325,35457,14,9,Sep,2009,9/14/2009,South Coast,1
34326,35458,14,9,Sep,2009,9/14/2009,South Coast,1
34336,35471,11,9,Sep,2009,9/11/2009,North Coast,1
34338,35473,11,9,Sep,2009,9/11/2009,North Coast,1
34339,35474,11,9,Sep,2009,9/11/2009,North Coast,1
34341,35481,15,9,Sep,2009,9/15/2009,North Coast,1
34354,35500,15,9,Sep,2009,9/15/2009,North Coast,1
34372,35521,15,9,Sep,2009,9/15/2009,North Coast,1
34385,35541,22,8,Aug,2009,8/22/2009,North Coast,1
34389,35545,30,8,Aug,2009,8/30/2009,North Coast,1
34393,35549,30,8,Aug,2009,8/30/2009,North Coast,1
34397,35553,24,9,Sep,2009,9/24/2009,South Coast,1
34407,35563,31,8,Aug,2009,8/31/2009,North Coast,1
34409,35565,2,9,Sep,2009,9/2/2009,North Coast,1
34415,35571,13,9,Sep,2009,9/13/2009,South Coast,1
34417,35573,13,9,Sep,2009,9/13/2009,South Coast,1
34421,35577,13,9,Sep,2009,9/13/2009,South Coast,1
34422,35578,13,9,Sep,2009,9/13/2009,South Coast,1
34429,35585,27,9,Sep,2009,9/27/2009,Humboldt,1
34443,35599,20,9,Sep,2009,9/20/2009,North Coast,1
34483,35639,14,9,Sep,2009,9/14/2009,North Coast,1
34491,35647,14,9,Sep,2009,9/14/2009,North Coast,1
34504,35660,27,9,Sep,2009,9/27/2009,South Coast,1
34556,35712,16,9,Sep,2009,9/16/2009,North Coast,1
34563,35719,16,9,Sep,2009,9/16/2009,North Coast,1
34656,35813,1,9,Sep,2009,9/1/2009,Humboldt,1
34664,35821,1,9,Sep,2009,9/1/2009,Humboldt,1
34674,35831,1,9,Sep,2009,9/1/2009,Humboldt,1
34676,35833,1,9,Sep,2009,9/1/2009,Humboldt,1
34678,35835,1,9,Sep,2009,9/1/2009,Humboldt,1
34679,35836,1,9,Sep,2009,9/1/2009,Humboldt,1
34685,35842,1,9,Sep,2009,9/1/2009,Humboldt,1
34688,35845,1,9,Sep,2009,9/1/2009,Humboldt,1
34689,35846,1,9,Sep,2009,9/1/2009,Humboldt,1
34691,35848,1,9,Sep,2009,9/1/2009,Humboldt,1
34692,35849,1,9,Sep,2009,9/1/2009,Humboldt,1
34723,35883,23,9,Sep,2009,9/23/2009,North Coast,1
34854,36014,19,9,Sep,2009,9/19/2009,North Coast,1
34880,36044,26,8,Aug,2009,8/26/2009,South Coast,1
34895,36059,19,9,Sep,2009,9/19/2009,North Coast,1
34922,36086,19,9,Sep,2009,9/19/2009,Oregon North,1
34950,36114,19,9,Sep,2009,9/19/2009,North Coast,1
34984,36148,12,9,Sep,2009,9/12/2009,South Coast,1
34989,36153,18,9,Sep,2009,9/18/2009,South Coast,1
34990,36154,18,9,Sep,2009,9/18/2009,South Coast,1
34993,36157,10,9,Sep,2009,9/10/2009,South Coast,1
34997,36161,18,9,Sep,2009,9/18/2009,Humboldt,1
35047,36211,3,10,Oct,2009,10/3/2009,Oregon North,1
35051,36215,30,9,Sep,2009,9/30/2009,North Coast,1
35157,36322,4,10,Oct,2009,10/4/2009,Strait,1
35168,36333,12,9,Sep,2009,9/12/2009,South Coast,1
35181,36347,12,9,Sep,2009,9/12/2009,Oregon South,1
35209,36375,27,8,Aug,2009,8/27/2009,Oregon North,1
35212,36378,19,8,Aug,2009,8/19/2009,Humboldt,1
35218,36384,11,9,Sep,2009,9/11/2009,Oregon South,1
35220,36386,11,9,Sep,2009,9/11/2009,Oregon South,1
35240,36406,14,8,Aug,2009,8/14/2009,Oregon North,1
35257,36449,25,9,Sep,2009,9/25/2009,Humboldt,1
35262,36454,22,8,Aug,2009,8/22/2009,Humboldt,1
35263,36455,22,8,Aug,2009,8/22/2009,Humboldt,1
35266,36458,22,8,Aug,2009,8/22/2009,Humboldt,1
35270,36462,22,8,Aug,2009,8/22/2009,Humboldt,1
35273,36465,22,8,Aug,2009,8/22/2009,Humboldt,1
35274,36466,22,8,Aug,2009,8/22/2009,Humboldt,1
35275,36467,22,8,Aug,2009,8/22/2009,Humboldt,1
35279,36471,22,8,Aug,2009,8/22/2009,Humboldt,1
35283,36475,11,9,Sep,2009,9/11/2009,Humboldt,1
35312,36504,7,9,Sep,2009,9/7/2009,Humboldt,1
35313,36505,7,9,Sep,2009,9/7/2009,Humboldt,1
35337,36529,19,8,Aug,2009,8/19/2009,Humboldt,1
35355,36549,1,9,Sep,2009,9/1/2009,Humboldt,1
35361,36555,1,9,Sep,2009,9/1/2009,Humboldt,1
35364,36558,1,9,Sep,2009,9/1/2009,Humboldt,1
35385,36579,15,8,Aug,2009,8/15/2009,South Coast,1
35391,36585,15,8,Aug,2009,8/15/2009,South Coast,1
35404,36598,15,8,Aug,2009,8/15/2009,South Coast,1
35407,36601,15,8,Aug,2009,8/15/2009,South Coast,1
35410,36604,22,8,Aug,2009,8/22/2009,Humboldt,1
35412,36606,22,8,Aug,2009,8/22/2009,Humboldt,1
35420,36614,20,9,Sep,2009,9/20/2009,Humboldt,1
35426,36620,15,8,Aug,2009,8/15/2009,South Coast,1
35427,36621,15,8,Aug,2009,8/15/2009,South Coast,1
35457,36651,13,9,Sep,2009,9/13/2009,South Coast,1
35464,36658,17,8,Aug,2009,8/17/2009,Humboldt,1
35477,36671,17,8,Aug,2009,8/17/2009,Humboldt,1
35487,36681,11,9,Sep,2009,9/11/2009,South Coast,1
35491,36685,29,8,Aug,2009,8/29/2009,South Coast,1
35571,36765,10,10,Oct,2009,10/10/2009,Oregon North,1
35579,36773,11,10,Oct,2009,10/11/2009,South Coast,1
35606,36800,2,9,Sep,2009,9/2/2009,Humboldt,1
35607,36801,2,9,Sep,2009,9/2/2009,Humboldt,1
35609,36803,2,9,Sep,2009,9/2/2009,Humboldt,1
35610,36804,2,9,Sep,2009,9/2/2009,Humboldt,1
35612,36806,2,9,Sep,2009,9/2/2009,Humboldt,1
35613,36807,2,9,Sep,2009,9/2/2009,Humboldt,1
35616,36810,2,9,Sep,2009,9/2/2009,Humboldt,1
35618,36813,2,9,Sep,2009,9/2/2009,Humboldt,1
35625,36820,2,9,Sep,2009,9/2/2009,Humboldt,1
35626,36821,2,9,Sep,2009,9/2/2009,Humboldt,1
35637,36832,10,10,Oct,2009,10/10/2009,Oregon North,1
35667,36862,14,9,Sep,2009,9/14/2009,South Coast,1
35680,36875,18,10,Oct,2009,10/18/2009,Humboldt,1
35681,36876,18,10,Oct,2009,10/18/2009,Humboldt,1
35710,36905,26,9,Sep,2009,9/26/2009,North Coast,1
35713,36908,26,9,Sep,2009,9/26/2009,North Coast,1
35717,36912,16,9,Sep,2009,9/16/2009,North Coast,1
35791,36990,26,9,Sep,2009,9/26/2009,North Coast,1
35808,37007,26,9,Sep,2009,9/26/2009,North Coast,1
35814,37013,26,9,Sep,2009,9/26/2009,North Coast,1
35846,37048,13,8,Aug,2009,8/13/2009,South Coast,1
35850,37052,13,8,Aug,2009,8/13/2009,South Coast,1
35878,37081,31,8,Aug,2009,8/31/2009,South Coast,1
35880,37083,31,8,Aug,2009,8/31/2009,South Coast,1
35884,37087,31,8,Aug,2009,8/31/2009,South Coast,1
